# Time-averaged data for fix tout
# TimeStep c_watT
187900 295.714
188000 288.668
188100 304.635
188200 300.024
188300 301.597
188400 286.889
188500 307.165
188600 289.776
188700 290.653
188800 290.996
188900 297.439
189000 286.269
189100 293.689
189200 297.998
189300 292.001
189400 298.643
189500 299.594
189600 302.92
189700 299.889
189800 305.208
189900 293.692
190000 305.802
190100 300.947
190200 297.488
190300 298.471
190400 299.145
190500 297.464
190600 300.124
190700 296.048
190800 302.66
190900 293.851
191000 294.327
191100 296.097
191200 294.435
191300 297.19
191400 296.072
191500 297.534
191600 297.273
191700 293.717
191800 300.011
191900 292.794
192000 310.099
192100 292.61
192200 299.809
192300 301.115
192400 294.689
192500 310.692
192600 289.318
192700 302.848
192800 301.488
192900 296.249
193000 292.95
193100 315.671
193200 290.385
193300 306.97
193400 288.447
193500 296.313
193600 298.448
193700 287.343
193800 300.545
193900 296.928
194000 282.733
194100 294.025
194200 300.093
194300 294.783
194400 287.387
194500 294.475
194600 304.665
194700 302.515
194800 294.035
194900 293.647
195000 280.673
195100 288.303
195200 298.437
195300 301.204
195400 294.392
195500 294.408
195600 291.824
195700 297.646
195800 294.575
195900 284.34
196000 305.497
196100 304.632
196200 296.288
196300 288.075
196400 294.291
196500 284.947
196600 291.503
196700 290.27
196800 296.783
196900 292.218
197000 298.099
197100 301.466
197200 295.144
197300 295.351
197400 292.829
197500 298.463
197600 304.026
197700 285.372
197800 304.28
197900 296.026
198000 306.915
198100 288.679
198200 287.303
198300 292.998
198400 304.975
198500 297.998
198600 303.598
