# Time-averaged data for fix fheat
# TimeStep f_bbot f_btop
98900 -12.7067 15.283
99000 -13.6466 16.8484
99100 -15.0703 16.2897
99200 -14.9577 15.885
99300 -15.1293 14.8903
99400 -14.6871 14.8552
99500 -14.5473 15.3277
99600 -14.7496 16.1373
99700 -13.4855 16.631
99800 -13.3242 16.3655
99900 -12.8427 14.6107
100000 -15.2827 15.8605
100100 -14.524 16.2396
100200 -15.4784 16.2807
100300 -15.434 15.459
100400 -14.3688 15.7653
100500 -14.5196 16.8033
100600 -13.5751 16.3866
100700 -14.3341 16.8786
100800 -14.5917 16.904
100900 -15.2067 15.8226
101000 -15.5441 16.3758
101100 -14.8948 16.1655
101200 -16.0136 17.0907
101300 -14.3552 17.3306
101400 -14.7672 16.6497
101500 -13.9752 16.9252
101600 -14.3989 17.489
101700 -13.5503 16.6972
101800 -15.0834 16.8877
101900 -14.7892 17.4105
102000 -14.9358 16.88
102100 -16.3591 16.9414
102200 -15.324 15.8207
102300 -14.3002 16.7953
102400 -13.9992 15.941
102500 -16.3187 16.4419
102600 -15.1949 17.0125
102700 -15.1086 16.7764
102800 -15.4026 16.3668
102900 -15.5735 16.9363
103000 -15.8953 16.8841
103100 -15.7956 17.2257
103200 -16.5631 17.1458
103300 -15.905 17.6233
103400 -13.7391 17.0799
103500 -14.8459 17.5254
103600 -14.2735 16.5383
103700 -14.1608 17.0402
103800 -13.5752 17.9805
103900 -15.1567 17.1473
104000 -14.628 17.4858
104100 -13.7485 16.9871
104200 -14.1276 17.4955
104300 -15.4235 18.7307
104400 -15.3766 17.649
104500 -15.4572 16.4949
104600 -15.7132 16.8731
104700 -14.9397 16.3579
104800 -14.8979 15.792
104900 -14.9152 16.9225
105000 -15.452 17.1438
105100 -14.8756 16.674
105200 -15.0224 17.4939
105300 -15.2122 16.1225
105400 -14.6965 16.564
105500 -15.8308 16.091
105600 -14.5158 17.1922
105700 -15.406 17.5444
105800 -15.8084 17.4851
105900 -15.2487 17.2852
106000 -15.7532 18.3617
106100 -16.0203 18.6943
106200 -15.5374 17.5382
106300 -15.7533 18.0712
106400 -15.9868 17.1928
106500 -16.6084 17.6839
106600 -16.1642 16.3246
106700 -17.028 16.2337
106800 -16.2718 17.4025
106900 -16.9924 17.8129
107000 -15.6947 18.1668
107100 -15.6481 17.5533
107200 -16.0455 17.3408
107300 -15.9921 17.8707
107400 -16.2181 17.4311
107500 -16.8441 18.1345
107600 -15.3806 17.0471
107700 -15.3962 15.3447
107800 -14.7389 17.2563
107900 -14.769 17.4406
108000 -15.5015 17.4086
108100 -14.7475 17.7216
108200 -15.0045 17.6883
108300 -15.4055 16.9036
108400 -15.8346 17.0019
108500 -16.0267 15.8707
108600 -16.8235 17.328
108700 -16.5325 17.334
108800 -16.8363 17.8665
108900 -17.0162 17.9715
109000 -16.9164 16.9227
109100 -17.2501 16.0633
109200 -16.796 16.6744
109300 -17.3389 17.5342
109400 -16.546 17.8508
109500 -17.9001 17.4149
109600 -15.5551 16.818
109700 -15.4778 17.0107
109800 -15.1276 17.4784
109900 -16.8239 17.3234
110000 -15.6017 17.4763
110100 -16.5364 16.8586
110200 -17.4554 16.6655
110300 -15.7541 17.3679
110400 -16.7214 16.0016
110500 -16.529 17.4827
110600 -15.6646 18.7833
110700 -15.695 18.6299
110800 -16.7057 19.1919
110900 -14.6694 18.3743
111000 -15.5465 18.2183
111100 -14.7267 17.4384
111200 -16.6707 17.4141
111300 -18.5226 17.0495
111400 -17.6359 17.8519
111500 -17.4773 18.1604
111600 -17.1328 18.4924
111700 -16.2783 18.3524
111800 -16.5877 17.5876
111900 -15.9889 17.5148
112000 -16.988 17.5803
112100 -18.1308 16.4629
112200 -16.1201 16.265
112300 -16.4941 16.6581
112400 -16.6286 17.0854
112500 -16.0246 16.4849
112600 -16.6718 17.2837
112700 -16.5641 17.169
112800 -17.3606 17.5876
112900 -17.6905 18.117
113000 -17.5804 17.9744
113100 -15.7802 17.4387
113200 -16.5161 17.4426
113300 -16.5438 16.6124
113400 -17.827 17.9529
113500 -17.2669 16.9261
113600 -17.6645 18.3357
113700 -17.4017 17.9565
113800 -17.4375 17.2454
113900 -16.1654 16.8175
114000 -16.0026 16.7803
114100 -15.6968 17.8366
114200 -16.3156 17.3418
114300 -18.3313 17.3178
114400 -18.1381 16.5768
114500 -18.6225 17.552
114600 -18.1348 17.4909
114700 -17.9128 17.4974
114800 -17.4425 17.6662
114900 -16.9841 16.5486
115000 -17.7355 17.7176
115100 -16.3379 18.3627
115200 -17.8565 17.5471
115300 -17.5661 18.6463
115400 -17.1397 17.1482
115500 -17.5527 17.1949
115600 -16.218 17.2307
115700 -17.982 17.7917
115800 -17.3624 18.0087
115900 -17.3553 17.9754
116000 -17.7826 17.5276
116100 -17.4242 18.167
116200 -16.5189 18.5787
116300 -17.6243 19.0519
116400 -17.5706 18.6812
116500 -17.3241 18.1138
116600 -17.5739 18.4932
116700 -16.5935 18.2321
116800 -17.0152 18.7925
116900 -17.4255 18.429
117000 -17.5707 17.73
117100 -17.972 16.7931
117200 -17.8544 17.3817
117300 -17.9248 17.5143
117400 -18.5042 17.2554
117500 -16.2114 16.7483
117600 -16.7842 17.0103
117700 -17.9387 17.7643
117800 -19.1564 18.8007
117900 -19.7934 18.076
118000 -20.1417 18.3969
118100 -20.0707 17.5923
118200 -18.6741 16.4425
118300 -17.794 18.0935
118400 -18.8997 18.7037
118500 -18.4085 18.248
118600 -18.0359 18.5531
118700 -18.0816 18.6839
118800 -17.6113 18.9259
118900 -18.1263 17.9232
119000 -18.2525 17.958
119100 -17.506 17.3552
119200 -17.487 17.4556
119300 -18.6826 18.8745
119400 -18.3052 17.8988
119500 -17.4028 17.2345
119600 -19.081 18.3865
119700 -18.1143 19.1599
119800 -19.1905 17.6091
119900 -18.9154 16.8154
120000 -18.0839 16.9257
120100 -17.9943 17.2776
120200 -17.892 17.9469
120300 -18.3961 17.8106
120400 -19.2591 18.2136
120500 -19.2027 17.7429
120600 -18.9528 18.8323
120700 -18.6796 19.3869
120800 -17.8766 18.354
120900 -18.0655 17.6664
121000 -17.8603 18.3241
121100 -17.6118 18.276
121200 -17.6218 18.6107
121300 -18.229 18.9153
121400 -17.1207 19.6803
121500 -17.2489 19.2194
121600 -17.3398 19.1934
121700 -17.2553 18.5169
121800 -18.2842 18.3406
121900 -20.0872 18.8772
122000 -21.9856 17.3245
122100 -19.8646 19.4165
122200 -18.5544 18.8952
122300 -18.6188 18.3622
122400 -17.957 18.1812
122500 -19.2136 17.973
122600 -18.4016 17.569
122700 -18.2418 18.2953
122800 -19.4896 18.454
122900 -19.3385 18.2053
123000 -19.9479 18.5423
123100 -19.6124 18.6933
123200 -19.0746 17.4429
123300 -19.8691 18.2333
123400 -19.1367 18.3608
123500 -18.9754 18.7147
123600 -18.384 19.2087
123700 -18.129 18.8903
123800 -18.2304 18.8072
123900 -18.44 19.5224
124000 -18.5574 18.1704
124100 -19.7217 18.9901
124200 -18.712 18.9974
124300 -19.2162 18.4526
124400 -20.0981 18.1456
124500 -19.0669 18.7349
124600 -19.2663 19.5678
124700 -19.1037 19.1117
124800 -19.9677 18.444
124900 -18.6072 17.5468
125000 -19.3599 19.2617
125100 -18.9881 19.42
125200 -18.9389 19.8798
125300 -18.6116 19.1223
125400 -19.6723 18.0331
125500 -18.8208 20.1689
125600 -16.9198 19.1649
125700 -17.2627 18.8243
125800 -17.145 19.1486
125900 -19.1648 19.3589
126000 -18.8214 20.6184
126100 -19.3937 20.5122
126200 -18.3767 19.653
126300 -18.7076 19.7253
126400 -18.2765 20.8655
126500 -18.0512 20.5277
126600 -18.922 18.8478
126700 -19.5613 18.8262
126800 -20.3259 19.9315
126900 -20.4642 20.3013
127000 -20.1147 20.7614
127100 -18.9799 21.3538
127200 -18.1098 20.5007
127300 -19.2946 20.0988
127400 -19.2367 20.3021
127500 -18.0741 21.0845
127600 -18.7912 21.4476
127700 -18.1943 20.5239
127800 -19.1456 20.9699
127900 -19.6411 19.8234
128000 -19.4616 20.1619
128100 -17.7434 19.7685
128200 -17.3435 20.9346
128300 -17.2193 21.1301
128400 -18.4516 20.5106
128500 -17.3033 21.7508
128600 -18.2745 21.2637
128700 -18.1788 21.6212
128800 -18.1356 21.4443
128900 -18.6063 20.1512
129000 -18.5838 20.4784
129100 -18.298 20.3878
129200 -19.1937 19.9132
129300 -20.563 19.4912
129400 -19.4423 19.4185
129500 -19.5958 20.0766
129600 -19.5035 19.5433
129700 -18.5741 20.4186
129800 -19.0085 20.0238
129900 -18.3534 19.9021
130000 -19.3037 21.3244
130100 -20.0018 21.1925
130200 -18.8102 21.5951
130300 -18.5032 20.9884
130400 -19.5997 20.7256
130500 -18.5865 19.315
130600 -19.2841 19.8736
130700 -19.89 20.2754
130800 -17.8951 21.0117
130900 -18.4846 19.6418
131000 -19.1472 20.3268
131100 -18.9934 22.2103
131200 -19.0263 21.332
131300 -18.657 21.1132
131400 -19.6557 20.8649
131500 -20.8629 20.0479
131600 -21.8812 21.0088
131700 -19.8525 21.7438
131800 -19.0822 21.6962
131900 -18.2207 21.7669
132000 -18.3129 21.0096
132100 -17.8829 22.4574
132200 -18.5454 21.5419
132300 -18.5956 20.8662
132400 -20.3277 21.7037
132500 -20.8698 22.2864
132600 -19.5756 20.9748
132700 -19.6624 21.6877
132800 -20.7668 22.1883
132900 -20.943 22.1041
133000 -21.2991 21.9859
133100 -20.768 20.7985
133200 -20.5624 22.272
133300 -19.2484 22.338
133400 -19.6339 22.0032
133500 -19.1437 22.2713
133600 -19.5523 22.5467
133700 -20.5974 21.2453
133800 -20.6596 21.2956
133900 -20.8154 21.1499
134000 -20.785 21.5684
134100 -19.1851 23.1423
134200 -19.4403 22.6576
134300 -19.963 22.4254
134400 -21.2593 22.6763
134500 -21.0674 22.2791
134600 -20.9701 21.8638
134700 -20.0482 21.8164
134800 -19.7047 21.0354
134900 -19.3358 21.5673
135000 -20.6566 21.0529
135100 -19.7208 21.2264
135200 -19.5689 21.3362
135300 -19.6619 21.703
135400 -20.016 22.2552
135500 -20.1187 21.6563
135600 -20.4748 21.3634
135700 -18.5403 20.9288
135800 -19.1619 20.832
135900 -19.4445 21.671
136000 -19.481 21.9343
136100 -19.8431 21.016
136200 -20.3827 22.3478
136300 -20.1266 21.4495
136400 -20.1095 22.0196
136500 -20.5961 21.6943
136600 -21.0674 21.378
136700 -20.2471 21.708
136800 -20.1878 22.1865
136900 -19.1352 20.9374
137000 -20.2288 21.6938
137100 -20.0067 21.8038
137200 -20.662 22.1223
137300 -21.6012 21.763
137400 -19.6455 21.3931
137500 -20.7552 21.3571
137600 -20.2223 21.4776
137700 -20.643 21.9316
137800 -19.5097 21.6295
137900 -19.2655 20.7685
138000 -19.9506 20.1069
138100 -19.8801 21.5413
138200 -19.4703 21.4327
138300 -19.5384 20.9356
138400 -20.0536 22.3209
138500 -20.9177 21.8206
138600 -21.1767 21.3391
138700 -19.6123 21.1644
138800 -19.5514 20.4221
138900 -20.3121 20.014
139000 -20.3144 19.7282
139100 -17.8524 20.0859
139200 -18.6704 21.3117
139300 -19.0149 21.6976
139400 -20.4787 20.6193
139500 -20.3947 19.3526
139600 -20.4604 20.2382
139700 -20.0755 20.7878
139800 -20.2961 20.1672
139900 -20.1613 20.5133
140000 -19.4902 20.6258
140100 -18.7592 20.3457
140200 -19.2911 20.0423
140300 -19.0903 19.9764
140400 -18.1307 20.8155
140500 -18.8443 20.78
140600 -18.7064 20.8597
140700 -20.1576 20.8225
140800 -18.6635 20.2344
140900 -20.6337 20.7716
141000 -19.4375 20.137
141100 -21.0546 19.9581
141200 -21.2696 20.3321
141300 -18.922 19.6242
141400 -20.2406 20.2703
141500 -18.1913 18.2119
141600 -18.9932 20.1758
141700 -20.5441 20.9615
141800 -21.2974 20.9651
141900 -20.5364 21.9129
142000 -21.1831 21.2961
142100 -18.6787 20.0679
142200 -19.9768 21.1415
142300 -19.9414 21.4331
142400 -18.915 22.2372
142500 -19.1357 20.3628
142600 -19.736 20.7919
142700 -19.4795 20.9813
142800 -17.5735 21.7646
142900 -19.767 21.6887
143000 -20.6108 21.7128
143100 -21.277 21.3571
143200 -21.0337 21.0022
143300 -20.3791 21.7076
143400 -19.6204 20.7128
143500 -19.6762 21.0278
143600 -21.151 21.6959
143700 -19.5317 21.5838
143800 -20.0649 21.2833
143900 -20.0352 21.039
144000 -19.5729 21.6077
144100 -21.2189 21.3186
144200 -21.835 20.9085
144300 -22.0704 20.7231
144400 -19.717 20.6609
144500 -19.9602 22.3437
144600 -20.3872 21.6769
144700 -18.931 21.3941
144800 -19.8985 20.7914
144900 -20.3714 22.5206
145000 -20.051 21.5266
145100 -20.3438 20.8688
145200 -19.4622 22.4359
145300 -19.4956 21.5792
145400 -19.8596 21.7003
145500 -20.5182 21.6125
145600 -19.4652 22.5305
145700 -18.6031 22.3791
145800 -18.7271 22.1858
145900 -19.5966 22.5827
146000 -20.0688 22.3526
146100 -20.6467 22.5392
146200 -21.1767 22.0476
146300 -20.7974 22.8367
146400 -21.0433 23.2772
146500 -21.2418 23.4536
146600 -22.2333 23.0136
146700 -21.9541 22.8578
146800 -21.2164 24.4359
146900 -20.9409 23.3473
147000 -20.9083 22.7112
147100 -20.2109 22.7067
147200 -20.4734 22.0943
147300 -19.2244 22.4931
147400 -19.7505 21.9268
147500 -21.1763 22.8981
147600 -19.3138 23.2234
147700 -19.7642 23.0805
147800 -19.3003 23.6892
147900 -20.2417 23.8632
148000 -20.2214 22.6894
148100 -20.114 23.3309
148200 -21.1422 23.0223
148300 -19.7516 23.5089
148400 -18.0292 22.739
148500 -18.9892 22.3543
148600 -20.4397 23.2256
148700 -18.4716 22.6153
148800 -19.0051 22.2931
148900 -19.8972 23.8298
149000 -19.5486 23.5323
149100 -18.8941 23.1584
149200 -18.5865 23.8833
149300 -19.9962 23.5961
149400 -19.7517 24.3189
149500 -19.5822 23.4186
149600 -20.5684 22.8787
149700 -21.2758 22.7299
149800 -20.1896 23.8386
149900 -20.2208 23.5231
150000 -18.9713 24.6903
150100 -18.456 23.466
150200 -18.9346 23.6937
150300 -19.2601 23.1174
150400 -20.7882 21.8227
150500 -19.3517 22.8206
150600 -17.6202 23.83
150700 -19.8418 23.1185
150800 -20.7803 23.9258
150900 -21.4689 24.1508
151000 -20.5918 23.3958
151100 -18.5359 22.4012
151200 -18.9996 22.0874
151300 -19.9815 22.5923
151400 -20.2406 23.8372
151500 -20.0139 22.9369
151600 -20.6189 23.3959
151700 -19.99 23.2366
151800 -20.4287 22.8827
151900 -20.101 23.5728
152000 -18.8095 23.0737
152100 -19.8164 23.9917
152200 -20.4063 23.1868
152300 -20.7959 23.4533
152400 -20.5559 24.2327
152500 -19.8986 23.5995
152600 -21.0453 23.3418
152700 -21.6594 24.4266
152800 -20.2988 23.7942
152900 -20.3131 24.3172
153000 -19.4249 24.2333
153100 -20.7681 24.5712
153200 -21.4004 25.4195
153300 -19.5539 24.1413
153400 -19.6027 24.7383
153500 -19.5989 24.2147
153600 -20.1925 23.205
153700 -20.9113 23.1707
153800 -19.7349 23.8913
153900 -19.0369 23.2143
154000 -19.3337 21.7917
154100 -20.1112 23.3769
154200 -20.4626 23.6834
154300 -19.7786 23.7413
154400 -21.0576 23.3192
154500 -20.899 22.4378
154600 -19.7482 22.218
154700 -19.4054 23.8838
154800 -19.5701 21.9668
154900 -19.0676 22.61
155000 -18.8361 21.7268
155100 -20.8405 23.656
155200 -19.7003 24.0643
155300 -20.1034 23.6509
155400 -20.6811 23.4983
155500 -21.4257 22.9249
155600 -21.1725 22.9705
155700 -20.9403 22.1553
155800 -21.518 22.17
155900 -21.3477 23.1693
156000 -21.5408 23.0831
156100 -22.0935 22.6821
156200 -20.734 22.7506
156300 -22.0353 21.7282
156400 -20.7384 23.4019
156500 -21.3182 23.7483
156600 -21.0963 24.0826
156700 -21.8012 24.3108
156800 -20.1265 24.369
156900 -20.9166 23.605
157000 -22.3546 23.4859
157100 -22.032 22.9327
157200 -21.7852 22.2629
157300 -21.414 22.2486
157400 -21.8538 23.3795
157500 -21.4269 23.4785
157600 -21.7305 23.3126
157700 -21.4962 22.9935
157800 -22.1256 22.9006
157900 -22.417 23.4225
158000 -22.2635 22.5841
158100 -22.1453 25.0526
158200 -21.2037 23.5449
158300 -19.7495 24.1003
158400 -21.2678 24.1121
158500 -20.9007 23.6943
158600 -21.7467 24.5819
158700 -23.3372 24.1248
158800 -22.0392 23.7912
158900 -21.8425 23.8859
159000 -22.4561 23.8137
159100 -22.2743 24.3578
159200 -23.4095 23.1708
159300 -23.1172 24.6359
159400 -22.2341 23.9696
159500 -21.321 24.8447
159600 -21.7346 23.9047
159700 -21.7279 23.5356
159800 -21.248 23.9677
159900 -22.8547 23.2687
160000 -22.0975 23.4907
160100 -21.3591 24.6906
160200 -21.3458 24.1909
160300 -22.1753 24.6287
160400 -21.1132 24.6981
160500 -21.2406 25.3614
160600 -22.4546 25.1548
160700 -22.4182 24.9877
160800 -22.9038 24.8937
160900 -22.4795 25.606
161000 -22.9097 25.3561
161100 -23.0766 24.7257
161200 -23.4606 25.6286
161300 -23.5206 26.2677
161400 -22.7736 25.3982
161500 -22.4208 25.1597
161600 -21.9918 24.7441
161700 -20.4282 24.738
161800 -21.6589 24.8618
161900 -23.5087 23.8124
162000 -22.0949 24.1737
162100 -23.5386 24.6906
162200 -21.6032 23.0669
162300 -22.2692 24.7182
162400 -22.0322 24.2719
162500 -22.865 24.5086
162600 -22.7921 24.6656
162700 -22.7415 24.2424
162800 -23.0925 25.0757
162900 -22.0433 24.7152
163000 -22.1855 24.2982
163100 -22.3506 25.2136
163200 -21.405 25.3624
163300 -23.3564 25.2338
163400 -22.9889 24.7916
163500 -22.3531 25.1209
163600 -24.2107 25.7126
163700 -22.4739 25.1524
163800 -21.7329 24.7057
163900 -23.6857 24.916
164000 -22.9363 25.8485
164100 -21.4074 25.0487
164200 -22.1963 23.3714
164300 -21.7021 24.077
164400 -21.5531 25.4901
164500 -22.4034 24.1099
164600 -23.2511 23.7885
164700 -24.2375 24.2011
164800 -22.7628 23.6676
164900 -22.9744 24.936
165000 -24.8739 25.0272
165100 -23.31 24.2588
165200 -23.0132 25.3979
165300 -23.4014 26.6882
165400 -23.8228 26.5742
165500 -23.9819 25.994
165600 -24.1374 26.5487
165700 -24.7644 25.671
165800 -23.6079 26.4759
165900 -23.9223 25.9574
166000 -23.8814 26.3701
166100 -22.9867 25.942
166200 -22.003 26.0264
166300 -21.7744 26.1931
166400 -24.562 26.9107
166500 -24.8088 26.9549
166600 -24.599 26.3121
166700 -25.3868 25.6789
166800 -24.3713 24.7445
166900 -23.8628 24.566
167000 -23.2508 25.7186
167100 -23.5445 26.4677
167200 -24.2149 25.6927
167300 -23.0444 24.7233
167400 -22.7508 24.7431
167500 -22.7827 25.282
167600 -22.1431 25.4727
167700 -22.0998 24.9559
167800 -22.6587 26.024
167900 -23.9117 26.8891
168000 -23.1626 25.0697
168100 -24.1685 25.9721
168200 -23.3264 25.0148
168300 -23.7565 24.2253
168400 -24.2479 25.223
168500 -25.4921 24.9594
168600 -24.7499 25.0499
168700 -25.1121 24.5017
168800 -25.2183 24.9804
168900 -25.5935 26.0782
169000 -23.7174 25.625
169100 -25.2402 26.2493
169200 -26.1729 26.4633
169300 -25.4008 26.7309
169400 -24.3772 26.6043
169500 -25.0084 26.3788
169600 -25.1986 25.0324
169700 -23.9533 25.1504
169800 -24.656 25.9716
169900 -24.3801 25.0311
170000 -25.2786 26.257
170100 -24.8314 25.9064
170200 -24.6911 25.2929
170300 -23.932 25.1976
170400 -23.8805 25.4621
170500 -24.8966 25.5659
170600 -25.2833 25.0106
170700 -25.2775 26.5678
170800 -25.143 25.5423
170900 -24.9654 25.738
171000 -25.4758 26.9454
171100 -24.7417 26.6933
171200 -25.1126 26.848
171300 -24.5224 26.1785
171400 -23.0359 26.3514
171500 -24.666 25.2564
171600 -24.3631 24.7547
171700 -23.8244 26.4229
171800 -24.2237 26.245
171900 -22.9833 26.8405
172000 -24.1629 26.4879
172100 -27.1423 26.2043
172200 -27.2597 25.4909
172300 -25.0128 25.2142
172400 -24.3541 25.8644
172500 -24.7604 26.6824
172600 -25.0672 26.6272
172700 -25.1082 25.6604
172800 -24.5793 25.9642
172900 -25.3664 26.0339
173000 -25.6569 26.5528
173100 -25.9566 25.4729
173200 -26.1149 24.7675
173300 -26.5647 25.6802
173400 -26.5384 25.6608
173500 -25.133 25.112
173600 -24.9245 26.3854
173700 -25.6872 25.6104
173800 -24.1569 25.2246
173900 -26.0468 26.6988
174000 -26.4365 26.6588
174100 -26.5454 26.6563
174200 -25.4834 26.7987
174300 -25.5831 26.1158
174400 -26.0301 26.8025
174500 -26.144 26.9778
174600 -26.1464 25.6116
174700 -25.6285 24.9046
174800 -27.0583 26.9959
174900 -25.7037 25.9861
175000 -26.026 26.141
175100 -25.158 26.819
175200 -24.7335 27.513
175300 -26.8236 27.224
175400 -26.6563 26.1782
175500 -26.6939 26.1591
175600 -26.0689 27.1921
175700 -26.8362 27.1247
175800 -25.5664 26.9044
175900 -25.6393 26.9324
176000 -26.5104 27.172
176100 -27.0688 26.3959
176200 -25.4639 26.6098
176300 -25.3089 26.0338
176400 -25.7187 27.1833
176500 -25.2726 26.3083
176600 -25.798 25.9005
176700 -25.8896 26.6398
176800 -24.5363 27.7589
176900 -24.9285 27.1574
177000 -24.1637 25.767
177100 -24.9931 25.4861
177200 -26.0962 26.4011
177300 -25.3231 27.2295
177400 -26.5375 27.3124
177500 -26.1004 27.6271
177600 -25.9684 26.5818
177700 -24.6062 27.267
177800 -25.1653 27.7557
177900 -24.9723 27.4184
178000 -24.5751 26.4223
178100 -25.1727 27.575
178200 -25.3482 27.7584
178300 -26.1404 27.5589
178400 -27.3998 26.2466
178500 -24.7788 26.4393
178600 -24.7515 25.7736
178700 -23.6206 26.3346
178800 -24.6081 26.3722
178900 -25.1961 26.8631
179000 -26.0072 27.6894
179100 -27.2625 27.4743
179200 -25.3125 26.7525
179300 -25.9173 25.0095
179400 -26.1586 25.085
179500 -26.1306 26.2314
179600 -25.5016 26.9371
179700 -24.8832 26.7479
179800 -24.2899 26.1865
179900 -23.466 26.4568
180000 -23.3904 27.3968
180100 -25.7215 27.1036
180200 -25.8836 27.1277
180300 -25.8333 26.9262
180400 -26.3086 27.9
180500 -24.6579 28.1934
180600 -24.8002 29.0618
180700 -26.3983 28.6627
180800 -24.0919 28.1043
180900 -25.011 28.6771
181000 -26.8598 28.0017
181100 -27.0962 28.3287
181200 -26.3154 28.3324
181300 -25.5392 29.0712
181400 -24.903 28.896
181500 -25.97 28.5191
181600 -25.388 28.0813
181700 -25.2349 28.8695
181800 -25.0198 28.3276
181900 -25.9581 27.7747
182000 -24.9783 27.3152
182100 -24.7976 27.7725
182200 -25.0882 27.7688
182300 -24.9329 27.8335
182400 -26.0487 28.009
182500 -26.3288 28.7925
182600 -25.4462 29.7415
182700 -24.9532 29.3751
182800 -25.5994 27.9151
182900 -26.6706 28.4292
183000 -25.4223 29.0515
183100 -25.4716 28.9463
183200 -25.4788 28.9309
183300 -24.9156 29.507
183400 -25.0182 28.6899
183500 -24.3957 28.2854
183600 -24.2194 28.875
183700 -26.0761 27.7894
183800 -25.7828 27.871
183900 -26.4339 28.3462
184000 -26.1991 28.2143
184100 -25.5559 28.511
184200 -25.5198 28.3964
184300 -27.2414 29.2913
184400 -25.6048 29.3381
184500 -27.168 30.2378
184600 -26.3425 28.4394
184700 -26.085 27.6715
184800 -25.8983 28.6934
184900 -26.7582 28.4558
185000 -26.3569 27.9622
185100 -26.7624 28.2588
185200 -26.5134 28.5876
185300 -27.3821 28.7151
185400 -26.5699 28.9357
185500 -27.4496 29.8292
185600 -27.4764 30.1002
185700 -26.7821 29.4929
185800 -27.5955 28.6378
185900 -27.4863 29.1102
186000 -27.7827 28.438
186100 -27.8811 28.0029
186200 -26.8617 27.772
186300 -25.768 27.8873
186400 -27.9655 28.9452
186500 -25.7165 30.683
186600 -26.6442 31.8146
186700 -27.7634 29.997
186800 -27.4024 29.0425
186900 -27.4001 30.5704
187000 -26.6659 28.9982
187100 -26.1615 29.1988
187200 -26.1967 29.3901
187300 -28.4605 29.957
187400 -28.5327 30.684
187500 -27.6753 30.4117
187600 -28.3285 29.2427
187700 -26.0336 28.6631
187800 -26.587 28.3703
187900 -27.3092 28.2106
188000 -27.2544 27.9095
188100 -28.5147 29.1988
188200 -28.1217 28.5706
188300 -27.7084 29.2052
188400 -27.0212 29.7512
188500 -26.9368 30.5185
188600 -26.6429 30.3778
188700 -28.1611 29.1774
188800 -27.3576 29.1395
188900 -25.8936 30.647
189000 -27.8838 29.8323
189100 -27.6839 30.2417
189200 -26.4307 28.8384
189300 -26.8955 28.8246
189400 -28.3671 29.2619
189500 -27.5458 29.6622
189600 -26.4947 29.1613
189700 -26.7881 29.9229
189800 -26.6669 29.5387
189900 -26.6304 28.0609
190000 -27.093 29.4627
190100 -26.5847 29.7941
190200 -27.7346 28.9385
190300 -26.5368 29.7435
190400 -26.0172 29.9845
190500 -26.6585 29.0297
190600 -27.2036 29.6768
190700 -27.6356 30.2863
190800 -26.381 29.1931
190900 -27.2031 29.6405
191000 -27.3173 29.4378
191100 -27.9324 30.7347
191200 -28.4701 30.0883
191300 -27.9517 29.4937
191400 -27.0601 29.891
191500 -28.4269 31.3703
191600 -27.9483 29.7641
191700 -26.7856 31.5206
191800 -27.194 30.5228
191900 -27.9225 30.4908
192000 -26.2932 30.7486
192100 -27.7202 29.7424
192200 -28.6773 30.524
192300 -27.4086 29.9954
192400 -27.5479 28.8296
192500 -27.2156 29.1842
192600 -29.1289 28.904
192700 -28.4456 30.1
192800 -27.9229 30.2836
192900 -27.5105 29.8452
193000 -26.9864 30.7993
193100 -27.8967 30.5
193200 -28.1118 29.949
193300 -27.0277 30.2322
193400 -27.6681 29.7203
193500 -27.3989 30.9673
193600 -26.9851 29.9136
193700 -27.0743 29.8034
193800 -26.2606 28.6024
193900 -25.9991 29.903
194000 -27.3544 29.0141
194100 -26.6786 30.3695
194200 -27.115 30.0538
194300 -27.6112 30.1891
194400 -27.5076 29.7026
194500 -27.8574 31.5232
194600 -28.976 30.1914
194700 -27.9836 30.4224
194800 -27.3153 30.0585
194900 -28.4315 30.9543
195000 -29.1271 31.1305
195100 -27.8758 30.6484
195200 -28.5179 30.7418
195300 -29.5921 31.2864
195400 -28.3545 30.4935
195500 -28.4635 31.0893
195600 -28.7941 30.1892
195700 -28.5014 28.8363
195800 -28.8792 30.4095
195900 -28.7435 30.5212
196000 -27.4102 31.1675
196100 -28.1935 30.9333
196200 -28.0036 30.2249
196300 -27.8096 30.221
196400 -28.4011 30.3527
196500 -28.5005 30.1928
196600 -26.8659 30.2983
196700 -27.6935 31.8766
196800 -26.8038 31.4605
196900 -27.8954 29.736
197000 -27.538 30.7733
197100 -26.4782 31.281
197200 -26.5077 32.3458
197300 -28.9731 32.0687
197400 -27.8188 31.7463
197500 -26.2742 31.8965
197600 -27.7013 31.4341
197700 -28.5304 31.2075
197800 -27.3603 30.8069
197900 -26.7997 31.406
198000 -27.9546 31.9706
198100 -27.5465 31.2919
198200 -29.0214 30.8827
198300 -27.5749 31.6548
198400 -27.2531 31.4161
198500 -27.1209 31.8192
198600 -28.0124 32.47
198700 -28.2886 30.9948
198800 -27.6147 32.3721
198900 -29.3662 32.0037
199000 -28.5313 32.1905
199100 -29.7347 32.0067
199200 -30.1353 30.9705
199300 -30.0261 32.7875
199400 -29.1179 32.1981
199500 -28.4421 32.5284
199600 -29.3089 33.7946
199700 -29.6029 32.1467
199800 -28.8194 32.1712
199900 -28.4013 31.3283
200000 -29.107 32.8205
