# Time-averaged data for fix fpxz
# TimeStep v_pxz
174500 -142.33
174600 -84.2113
174700 629.973
174800 13.843
174900 -70.7794
175000 -651.506
175100 -352.6
175200 -502.717
175300 -801.59
175400 -623.851
175500 -782.095
175600 -1002.11
175700 -942.223
175800 -623.647
175900 -623.359
176000 -291.656
176100 -294.54
176200 -465.413
176300 -590.206
176400 -223.513
176500 -823.642
176600 -474.175
176700 -603.996
176800 -694.924
176900 -596.974
177000 -641.517
177100 -654.511
177200 -512.624
177300 -161.191
177400 -158.905
177500 -545.038
177600 -463.762
177700 36.1736
177800 -547.082
177900 140.101
178000 241.295
178100 -428.36
178200 -450.895
178300 -321.492
178400 -362.27
178500 -512.432
178600 -219.852
178700 -614.117
178800 -521.279
178900 -240.799
179000 -142.49
179100 -303.147
179200 -87.4953
179300 -13.3296
179400 -70.9233
179500 -136.916
179600 206.819
179700 157.6
179800 480.294
179900 -45.7157
180000 -162.903
180100 -127.033
180200 -142.958
180300 -83.3332
180400 369.129
180500 0.557203
180600 315.431
180700 -256.072
180800 42.2708
180900 -121.04
181000 -151.021
181100 -293.294
181200 -5.39721
181300 -471.399
181400 19.3366
181500 -330.859
181600 -162.073
181700 105.174
181800 -304.596
181900 -122.733
182000 -414.04
182100 -713.685
182200 -750.906
182300 -797.114
182400 -563.306
182500 -912.133
182600 -601.023
182700 -941.66
182800 -453.467
182900 110.968
183000 171.626
183100 18.3093
183200 -275.696
183300 -273.441
183400 -652.692
183500 -256.093
183600 -188.293
183700 -526.543
183800 -342.243
183900 -412.766
184000 -710.255
184100 -516.149
184200 -687.672
184300 -815.418
184400 -517.331
184500 -481.111
184600 -210.516
184700 -1024.03
184800 -775.875
184900 -676.675
185000 -581.215
185100 -471.843
185200 -104.839
185300 -531.734
185400 -538.013
185500 -811.327
185600 -679.559
185700 -739.997
185800 -668.997
185900 -370.848
186000 -568.483
186100 120.856
186200 62.2227
186300 -517.48
186400 -15.926
186500 -696.512
186600 -39.5552
186700 -462.376
186800 -692.679
186900 -409.663
187000 -268.959
187100 -526.777
187200 -315.249
187300 -148.83
187400 -21.9327
187500 -301
187600 191.863
187700 299.411
187800 493.362
187900 82.3249
188000 -705.859
188100 -484.007
188200 222.348
188300 99.4479
188400 -360.192
188500 -30.3408
188600 217.082
188700 237.261
188800 -433.273
188900 -296.484
189000 -192.834
189100 -858.921
189200 -359.937
189300 -273.012
189400 -284.455
189500 -538.785
189600 -464.131
189700 -705.86
189800 -816.187
189900 -674.219
190000 -1274.08
190100 -720.443
190200 -887.221
190300 -919.377
190400 -924.013
190500 -719.865
190600 -704.625
190700 -344.891
190800 -914.648
190900 -753.952
191000 -998.295
191100 -409.455
191200 -628.057
191300 -549.581
191400 -659.272
191500 -725.13
191600 39.6953
191700 -807.679
191800 -769.496
191900 -713.875
192000 -242.73
192100 -522.716
192200 -142.801
192300 -876.809
192400 -384.613
192500 -631.674
192600 -132.233
192700 -224.133
192800 -296.094
192900 -620.859
193000 -694.49
193100 -625.422
193200 -752.571
193300 -432.144
193400 -929.847
193500 -308.612
193600 -714.868
193700 36.8233
193800 -24.429
193900 74.2224
194000 11.0691
194100 -408.219
194200 80.499
194300 -427.763
194400 -302.651
194500 389.029
194600 -575.638
194700 29.5563
194800 -348.777
194900 -187.041
195000 -484.976
195100 -392.179
195200 -1062.51
195300 -887.122
195400 -716.304
195500 -127.047
195600 -528.523
195700 -558.102
195800 15.0036
195900 -169.044
196000 -34.04
196100 -473.36
196200 -380.059
196300 -529.362
196400 434.296
196500 408.222
196600 -465.321
196700 -450.7
196800 -10.7852
196900 -139.455
197000 252.165
197100 174.544
197200 -130.906
197300 99.9157
197400 135.326
197500 -66.6236
197600 -295.834
197700 -340.965
197800 -153.756
197900 -432.408
198000 -1000.47
198100 -722.498
198200 -451.776
198300 -325.481
198400 -463.808
198500 -150.704
198600 -159.06
198700 -101.018
198800 -337.357
198900 -411.887
199000 -16.3445
199100 -432.043
199200 -209.34
199300 -593.911
199400 -685.512
199500 -658.191
199600 -342.704
199700 -253.507
199800 -593.849
199900 -440.213
200000 -619.82
